0.9501055,15.33574,5.626925,False,null
0.9492531,21.26303,6.428764,False,null
0.9492531,17.55325,4.569975,False,null
0.9492531,9.549073,2.72445,False,null
1,28.77519,40.29876,False,null
1,35.64749,46.64483,False,null
1,32.01581,41.9574,False,null
1,24.13048,34.76598,False,null
0.8994476,15.73893,6.570909,False,null
0.8986002,21.8312,7.67787,False,null
0.8986002,18.23736,4.147895,False,null
0.8986002,10.184,2.1544,False,null
1,28.10651,40.2482,False,null
1,34.95229,46.91389,False,null
1,31.31304,42.63232,False,null
1,23.42691,35.16417,False,null
0.8493291,15.73893,7.753656,False,null
0.8484708,21.8312,7.76267,False,null
0.8484708,18.23736,2.726307,False,null
0.8484708,10.184,3.483481,False,null
1,28.10651,41.51478,False,null
1,34.95229,48.22739,False,null
1,31.31304,43.76717,False,null
1,23.42691,36.41964,False,null
0.7988297,15.73893,8.487558,False,null
0.7979732,21.8312,7.378859,False,null
0.7979732,18.23736,1.535692,False,null
0.7979732,10.184,4.047512,False,null
1,28.10651,42.20711,False,null
1,34.95229,48.85877,False,null
1,31.31304,44.51489,False,null
1,23.42691,37.09227,False,null
0.7493415,16.00613,8.426368,False,null
0.7441931,22.18534,6.919209,False,null
0.7441931,18.64974,1.212167,False,null
0.7441931,10.57448,4.682992,False,null
1,27.70278,42.87199,False,null
1,34.53563,49.4973,False,null
1,30.89693,45.10474,False,null
1,23.00771,37.71554,False,null
0.6944378,20.19015,8.273516,False,null
0.6935701,25.78995,6.262252,False,null
0.6935701,21.19321,1.202017,False,null
0.6935701,13.84459,5.230471,False,null
1,25.40116,43.20492,False,null
1,32.83338,50.0082,False,null
1,30.23752,45.52884,False,null
1,21.943,38.19882,False,null
0.6443998,24.10295,8.253501,False,null
0.6435245,28.9262,5.57141,False,null
0.6435245,23.31073,1.204451,False,null
0.6435245,16.95928,5.947156,False,null
1,25.0641,43.82001,False,null
1,33.04852,50.70425,False,null
1,31.61178,46.45414,False,null
1,23.13675,38.99683,False,null
0.5939205,28.20076,8.324636,False,null
0.5930706,32.3871,5.525884,False,null
0.5930706,26.04291,1.192563,False,null
0.5930706,20.60561,6.343131,False,null
1,25.57424,44.08179,False,null
1,33.90588,50.93147,False,null
1,33.5762,46.82037,False,null
1,25.13551,39.25986,False,null
0.5432523,32.64676,8.99053,False,null
0.5423833,36.29326,4.43984,False,null
0.5423833,29.41227,1.232483,False,null
0.5423833,24.7728,6.667086,False,null
1,26.94783,44.68847,False,null
1,35.4259,51.44012,False,null
1,36.15403,47.18079,False,null
1,27.89812,39.71146,False,null
0.4929023,36.95256,8.567307,False,null
0.4920441,40.18385,4.527242,False,null
0.4920441,32.9434,1.237648,False,null
0.4920441,28.91395,6.380765,False,null
1,28.93792,44.57732,False,null
1,37.38705,51.19835,False,null
1,38.99436,46.76622,False,null
1,30.98664,39.40744,False,null
0.4422233,41.54364,7.158003,False,null
0.4413514,44.41704,3.843387,False,null
0.4413514,36.9049,1.466663,False,null
0.4413514,33.3912,7.153816,False,null
1,31.61332,45.36484,False,null
1,39.91279,51.88904,False,null
1,42.31036,47.22366,False,null
1,34.59101,40.05508,False,null
0.3914663,46.09974,9.264451,False,null
0.3906241,48.68234,4.58085,False,null
0.3906241,40.97558,1.513473,False,null
0.3906241,37.87101,6.714151,False,null
1,34.69347,44.88,False,null
1,42.77796,51.53891,False,null
1,45.82813,47.15097,False,null
1,38.39142,39.76392,False,null
0.3414427,50.60791,8.905805,False,null
0.3405742,52.95062,4.381842,False,null
0.3405742,45.1008,1.51125,False,null
0.3405742,42.32581,7.133002,False,null
1,38.05051,45.30568,False,null
1,45.89435,51.95869,False,null
1,49.48175,47.55495,False,null
1,42.30832,40.17926,False,null
0.2907463,55.13739,8.992513,False,null
0.2898655,57.2662,4.533451,False,null
0.2898655,49.30334,1.451476,False,null
0.2898655,46.81382,7.235539,False,null
1,41.70582,45.40083,False,null
1,49.30611,52.06164,False,null
1,53.33742,47.66647,False,null
1,46.40218,40.2854,False,null
0.2405451,56.06261,8.839503,False,null
0.2396709,58.69281,4.308262,False,null
0.2396709,50.92787,1.618912,False,null
0.2396709,47.87294,7.315619,False,null
1,39.63708,45.51692,False,null
1,46.96836,52.13173,False,null
1,51.44075,47.67381,False,null
1,44.84665,40.33442,False,null
0.1903259,53.80288,8.728562,False,null
0.1894459,57.01385,4.235944,False,null
0.1894459,49.54585,1.717991,False,null
0.1894459,45.81443,7.54756,False,null
1,35.15572,45.76051,False,null
1,42.42359,52.348,False,null
1,47.0038,47.85005,False,null
1,40.56502,40.53812,False,null
0.1401286,51.76166,8.677002,False,null
0.1392895,55.56956,4.026108,False,null
0.1392895,48.46328,1.763549,False,null
0.1392895,44.04523,7.652122,False,null
1,30.67683,45.86765,False,null
1,37.87385,52.44511,False,null
1,42.56829,47.93225,False,null
1,36.31389,40.63068,False,null
0.0901089,50.05237,8.750905,False,null
0.08922818,54.4684,4.007968,False,null
0.08922818,47.79162,1.729327,False,null
0.08922818,42.69042,7.604897,False,null
1,26.22556,45.81855,False,null
1,33.32681,52.40371,False,null
1,38.16175,47.9017,False,null
1,32.1469,40.59266,False,null
0.03965782,48.69132,8.813671,False,null
0.03879391,53.72336,4.107435,False,null
0.03879391,47.54936,1.655804,False,null
0.03879391,41.78022,7.58174,False,null
1,21.74251,45.79139,False,null
1,28.70421,52.38871,False,null
1,33.71981,47.90297,False,null
1,28.03268,40.58287,False,null
0,47.69474,8.811854,False,null
0,53.36326,4.097255,False,null
0,47.78973,1.642568,False,null
0,41.36433,7.627329,False,null
1,17.0434,45.83756,False,null
1,23.77029,52.43345,False,null
1,29.04006,47.94501,False,null
1,23.84903,40.62683,False,null
0,47.2217,8.83184,False,null
0,53.4378,4.026744,False,null
0,48.45965,1.666784,False,null
0,41.50457,7.64296,False,null
1,12.8968,45.85408,False,null
1,19.2461,52.44753,False,null
1,24.83388,47.95561,False,null
1,20.31347,40.63981,False,null
0,47.18992,8.822835,False,null
0,53.91088,4.018691,False,null
0,49.56445,1.682435,False,null
0,42.15614,7.625266,False,null
1,9.093257,45.83691,False,null
1,14.66532,52.42879,False,null
1,20.70822,47.93515,False,null
1,17.21761,40.62048,False,null
0,54.16531,4.011448,False,yes,down
0,51.03941,2.224685,False,yes,down
0,47.60143,7.685556,False,null
0,54.7542,4.229383,False,null
0,51.03717,2.172948,False,null
0,43.27432,5.73695,False,null
1,6.514738,43.94842,False,null
1,10.21574,50.5033,False,null
1,16.91542,45.99761,False,null
1,14.97371,38.68669,False,null
0,48.37416,8.780762,False,null
0,55.90675,3.604384,False,null
0,52.83975,2.534767,False,null
0,44.79436,8.386164,False,null
1,6.579325,46.60289,False,null
1,5.748373,53.17785,False,null
1,13.41944,48.64862,False,null
1,13.79584,41.35982,False,null
0,49.36026,10.53008,True,null
0,57.2039,3.890536,True,null
0,54.78194,3.707838,True,null
0,46.53181,10.28628,True,null
1,9.262569,48.50093,True,null
1,2.279445,54.99594,True,null
1,10.67439,50.33286,True,null
1,13.94783,43.14143,True,null
0,50.75172,12.17589,True,null
0,58.8363,4.610462,True,null
0,57.03479,4.228044,True,null
0,48.65176,11.78487,True,null
1,13.13954,49.97501,True,null
1,4.672384,56.60894,True,null
